region,subregion,dop2,DOY2,DOY3,CWAD_mean,CWAD_sd
minnesota,martin,Oct-7,Jul-1,Jul-1,4982.329133473333,418.5814244378013
minnesota,martin,Oct-7,Jul-15,Jul-15,5098.44380043,327.365481318136
minnesota,martin,Nov-1,Apr-1,Apr-1,6.029033053333333,16.02797790911261
minnesota,martin,Nov-1,Apr-15,Apr-15,32.912885423333336,77.48806479703997
minnesota,martin,Nov-1,May-1,May-1,205.23125829333333,363.62252082205316
minnesota,martin,Nov-1,May-15,May-15,715.8083665566667,790.7541295529622
minnesota,martin,Nov-1,Jun-1,Jun-1,2083.09304803,1119.38906852279
minnesota,martin,Nov-1,Jun-15,Jun-15,3345.233294686667,973.5037025306465
minnesota,martin,Nov-1,Jul-1,Jul-1,4293.88633887,797.3527571226635
minnesota,martin,Nov-1,Jul-15,Jul-15,4647.818803666667,733.9680466802597
minnesota,mower,Sep-15,Apr-1,Apr-1,1015.2361472142857,1007.9998812319599
minnesota,mower,Sep-15,Apr-15,Apr-15,1744.6544292,1312.5116326333607
minnesota,mower,Sep-15,May-1,May-1,2977.2920252761905,1411.8254837939326
minnesota,mower,Sep-15,May-15,May-15,4161.061361971429,1196.6327507788833
minnesota,mower,Sep-15,Jun-1,Jun-1,5198.615312804762,922.6864319355972
minnesota,mower,Sep-15,Jun-15,Jun-15,5666.166946085715,725.185054037068
minnesota,mower,Sep-15,Jul-1,Jul-1,5842.799615838096,622.09463017958706
minnesota,mower,Sep-15,Jul-15,Jul-15,5865.265565419048,599.0172211168627
minnesota,mower,Oct-7,Apr-1,Apr-1,86.04515032857142,152.6752998384575
minnesota,mower,Oct-7,Apr-15,Apr-15,268.0580082952381,454.318939527658
minnesota,mower,Oct-7,May-1,May-1,802.5629137619047,924.6498960375973
minnesota,mower,Oct-7,May-15,May-15,1790.4278522095237,1195.4891853502456
minnesota,mower,Oct-7,Jun-1,Jun-1,3356.6214249333334,1084.4502395243667
minnesota,mower,Oct-7,Jun-15,Jun-15,4344.552776404762,787.3772535044824
minnesota,mower,Oct-7,Jul-1,Jul-1,4935.676771738095,536.3132397556046
minnesota,mower,Oct-7,Jul-15,Jul-15,5106.071231704762,428.74988486763397
minnesota,mower,Nov-1,Apr-1,Apr-1,4.045143157142857,7.906658044985928
minnesota,mower,Nov-1,Apr-15,Apr-15,22.845316261904763,49.27471389006738
minnesota,mower,Nov-1,May-1,May-1,151.84962496666665,271.6485626265968
minnesota,mower,Nov-1,May-15,May-15,584.5359693714286,737.4551199950174
minnesota,mower,Nov-1,Jun-1,Jun-1,1842.5519433714285,1143.0253340621512
minnesota,mower,Nov-1,Jun-15,Jun-15,3140.761671204762,1069.1550411599464
minnesota,mower,Nov-1,Jul-1,Jul-1,4176.577107661905,911.4052135029283
minnesota,mower,Nov-1,Jul-15,Jul-15,4609.677747652381,836.3178158167149
minnesota,nobles,Sep-15,Apr-1,Apr-1,1272.94508434,1020.5967522877628
minnesota,nobles,Sep-15,Apr-15,Apr-15,2048.3429815966665,1252.4148234229183
minnesota,nobles,Sep-15,May-1,May-1,3266.9963663633334,1301.0417820603714
minnesota,nobles,Sep-15,May-15,May-15,4351.17396105,1190.7525347644823
minnesota,nobles,Sep-15,Jun-1,Jun-1,5224.135053193333,1130.0577844710926
minnesota,nobles,Sep-15,Jun-15,Jun-15,5569.20985665,1087.9659026546617
minnesota,nobles,Sep-15,Jul-1,Jul-1,5670.093379353333,1072.9139589033532
minnesota,nobles,Sep-15,Jul-15,Jul-15,5677.83807515,1069.6354746948214
minnesota,nobles,Oct-7,Apr-1,Apr-1,143.24271618,264.5544635761158
minnesota,nobles,Oct-7,Apr-15,Apr-15,381.2551155333333,577.4619560255807
minnesota,nobles,Oct-7,May-1,May-1,1040.3600273433333,1000.5562763969556
minnesota,nobles,Oct-7,May-15,May-15,2137.223457233333,1174.7023071680517
minnesota,nobles,Oct-7,Jun-1,Jun-1,3599.95223416,1030.5863867678559
minnesota,nobles,Oct-7,Jun-15,Jun-15,4433.8200392633335,787.5781671162468
minnesota,nobles,Oct-7,Jul-1,Jul-1,4885.103318896667,661.012744873834
minnesota,nobles,Oct-7,Jul-15,Jul-15,4986.69437486,629.0146237678381
minnesota,nobles,Nov-1,Apr-1,Apr-1,9.086221233333333,26.155634688009453
minnesota,nobles,Nov-1,Apr-15,Apr-15,46.42676633333333,112.22206923482521
minnesota,nobles,Nov-1,May-1,May-1,250.88845545,445.77125065961405
minnesota,nobles,Nov-1,May-15,May-15,805.2465430466667,873.478827874385
minnesota,nobles,Nov-1,Jun-1,Jun-1,2157.1778628,1170.571044723043
minnesota,nobles,Nov-1,Jun-15,Jun-15,3356.53008272,1032.4027371811976
minnesota,nobles,Nov-1,Jul-1,Jul-1,4254.71371614,880.9659653526408
minnesota,nobles,Nov-1,Jul-15,Jul-15,4587.134853403333,833.9381998188376
minnesota,rock,Sep-15,Apr-1,Apr-1,1315.34811625,972.1176059706858
minnesota,rock,Sep-15,Apr-15,Apr-15,2066.2356300625,1165.7607209087191
minnesota,rock,Sep-15,May-1,May-1,3195.4931155625,1225.150264337576
minnesota,rock,Sep-15,May-15,May-15,4146.295074275,1219.412909062828
minnesota,rock,Sep-15,Jun-1,Jun-1,4880.986938975,1288.7370598246355
minnesota,rock,Sep-15,Jun-15,Jun-15,5158.649734104167,1319.8425296000396
minnesota,rock,Sep-15,Jul-1,Jul-1,5235.087917183333,1328.3193111616354
minnesota,rock,Sep-15,Jul-15,Jul-15,5239.7543013125,1328.330158240664
minnesota,rock,Oct-7,Apr-1,Apr-1,152.67716811666668,245.32091534610407
minnesota,rock,Oct-7,Apr-15,Apr-15,397.1697882583333,521.2418474280754
minnesota,rock,Oct-7,May-1,May-1,1098.5151150708334,910.624955740746
minnesota,rock,Oct-7,May-15,May-15,2214.4766378583336,1073.8573304366003
minnesota,rock,Oct-7,Jun-1,Jun-1,3573.77815285,994.9189721578133
minnesota,rock,Oct-7,Jun-15,Jun-15,4298.6766172625,893.9989237096421
minnesota,rock,Oct-7,Jul-1,Jul-1,4686.092706254167,873.3420711418283
minnesota,rock,Oct-7,Jul-15,Jul-15,4764.252926495833,872.1624153091968
minnesota,rock,Nov-1,Apr-1,Apr-1,10.738776791666666,29.801651049617348
minnesota,rock,Nov-1,Apr-15,Apr-15,53.631682758333334,122.1843362033592
minnesota,rock,Nov-1,May-1,May-1,289.05501365,461.12603874013394
minnesota,rock,Nov-1,May-15,May-15,909.1235984,880.4351177495975
minnesota,rock,Nov-1,Jun-1,Jun-1,2295.327996875,1143.2820874841873
minnesota,rock,Nov-1,Jun-15,Jun-15,3394.249591091667,1066.520338642196
minnesota,rock,Nov-1,Jul-1,Jul-1,4193.583534391667,1008.3754114826975
minnesota,rock,Nov-1,Jul-15,Jul-15,4469.3978611,1005.3399814861018
missouri,atchison,Sep-15,Apr-1,Apr-1,3471.104731211111,1145.3680026351985
missouri,atchison,Sep-15,Apr-15,Apr-15,4123.281991138889,1323.2172011209316
missouri,atchison,Sep-15,May-1,May-1,4694.208587627778,1530.5574815826858
missouri,atchison,Sep-15,May-15,May-15,4990.880063111111,1666.4440956627413
missouri,atchison,Sep-15,Jun-1,Jun-1,5121.373876527778,1727.7944525148166
missouri,atchison,Sep-15,Jun-15,Jun-15,5134.64482335,1734.379724162709
missouri,atchison,Sep-15,Jul-1,Jul-1,5134.852376983334,1734.4844151236707
missouri,atchison,Sep-15,Jul-15,Jul-15,5134.852376983334,1734.4844151236707
missouri,atchison,Oct-7,Apr-1,Apr-1,1606.7242865055555,1134.7504031473027
missouri,atchison,Oct-7,Apr-15,Apr-15,2561.4534237555554,1285.3926979526689
missouri,atchison,Oct-7,May-1,May-1,3679.767638588889,1088.077527907578
missouri,atchison,Oct-7,May-15,May-15,4480.0552740388885,885.592945917434
missouri,atchison,Oct-7,Jun-1,Jun-1,4996.891566183333,757.0602786844368
missouri,atchison,Oct-7,Jun-15,Jun-15,5146.181421494444,708.4096138601519
missouri,atchison,Oct-7,Jul-1,Jul-1,5171.70707445,698.3462684703436
missouri,atchison,Oct-7,Jul-15,Jul-15,5171.8984134444445,698.2195081729299
missouri,atchison,Nov-1,Apr-1,Apr-1,302.41733752777776,386.8209038157088
missouri,atchison,Nov-1,Apr-15,Apr-15,852.7835054666666,834.1572775461544
missouri,atchison,Nov-1,May-1,May-1,1876.6999490944445,1141.1579043119136
missouri,atchison,Nov-1,May-15,May-15,3031.5937935166667,1030.933758105705
missouri,atchison,Nov-1,Jun-1,Jun-1,4044.9866523388887,749.0187317221272
missouri,atchison,Nov-1,Jun-15,Jun-15,4503.4017491722225,589.1818850563388
missouri,atchison,Nov-1,Jul-1,Jul-1,4676.647840627777,532.1584673023335
missouri,atchison,Nov-1,Jul-15,Jul-15,4695.006710755556,526.5169961687667
missouri,clark,Sep-15,Apr-1,Apr-1,3089.1684479066666,871.0151212611656
missouri,clark,Sep-15,Apr-15,Apr-15,3524.66023102,1064.8214683119886
missouri,clark,Sep-15,May-1,May-1,3878.7240662733334,1258.130125233075
missouri,clark,Sep-15,May-15,May-15,4080.871217746667,1371.2910498885424
missouri,clark,Sep-15,Jun-1,Jun-1,4180.73132698,1426.080132965734
missouri,clark,Sep-15,Jun-15,Jun-15,4192.424476526667,1432.3565209043868
missouri,clark,Sep-15,Jul-1,Jul-1,4192.7636419733335,1432.5754619724878
missouri,clark,Sep-15,Jul-15,Jul-15,4192.7636419733335,1432.5754619724878
missouri,clark,Oct-7,Apr-1,Apr-1,1532.93542334,1035.2370111610683
missouri,clark,Oct-7,Apr-15,Apr-15,2376.852389946667,1067.6671692885463
missouri,clark,Oct-7,May-1,May-1,3235.94931028,928.0503232478019
missouri,clark,Oct-7,May-15,May-15,3761.03747164,890.5985087160863
missouri,clark,Oct-7,Jun-1,Jun-1,4124.057846166666,884.7662965853425
missouri,clark,Oct-7,Jun-15,Jun-15,4242.938756073333,877.7453803237346
missouri,clark,Oct-7,Jul-1,Jul-1,4266.63888784,874.0573962771816
missouri,clark,Oct-7,Jul-15,Jul-15,4266.964024253333,874.0091752726905
missouri,clark,Nov-1,Apr-1,Apr-1,306.87064753333334,447.85517861608054
missouri,clark,Nov-1,Apr-15,Apr-15,780.4317435933333,828.1217660485102
missouri,clark,Nov-1,May-1,May-1,1689.5496404733333,1034.481573425299
missouri,clark,Nov-1,May-15,May-15,2581.8526024333332,999.9907342364844
missouri,clark,Nov-1,Jun-1,Jun-1,3279.8836832399998,1010.2573974961299
missouri,clark,Nov-1,Jun-15,Jun-15,3602.359957753333,1031.6427561169935
missouri,clark,Nov-1,Jul-1,Jul-1,3747.000162253333,1036.1071985525332
missouri,clark,Nov-1,Jul-15,Jul-15,3765.00664072,1036.1969185890325
missouri,harrison,Sep-15,Apr-1,Apr-1,3458.7395074666665,1004.2726918047154
missouri,harrison,Sep-15,Apr-15,Apr-15,4120.8988335916665,1089.2818349864963
missouri,harrison,Sep-15,May-1,May-1,4658.567339033333,1214.113744666955
missouri,harrison,Sep-15,May-15,May-15,4962.0716086,1308.5785627843989
missouri,harrison,Sep-15,Jun-1,Jun-1,5117.86717335,1356.4322189788334
missouri,harrison,Sep-15,Jun-15,Jun-15,5138.666012925,1362.8839510269634
missouri,harrison,Sep-15,Jul-1,Jul-1,5139.494346625,1363.2428934469715
missouri,harrison,Sep-15,Jul-15,Jul-15,5139.494346625,1363.2428934469715
missouri,harrison,Oct-7,Apr-1,Apr-1,1432.73332115,1094.9082766509803
missouri,harrison,Oct-7,Apr-15,Apr-15,2376.9921876583335,1256.5640849563079
missouri,harrison,Oct-7,May-1,May-1,3478.893494625,1034.8959345402554
missouri,harrison,Oct-7,May-15,May-15,4239.98854085,807.3851566008257
missouri,harrison,Oct-7,Jun-1,Jun-1,4762.394029741667,649.4552057720441
missouri,harrison,Oct-7,Jun-15,Jun-15,4938.036053758334,573.4003165309183
missouri,harrison,Oct-7,Jul-1,Jul-1,4976.706568341667,546.8848550322275
missouri,harrison,Oct-7,Jul-15,Jul-15,4977.406059758333,546.4316314674876
missouri,harrison,Nov-1,Apr-1,Apr-1,252.258025225,358.0912647262181
missouri,harrison,Nov-1,Apr-15,Apr-15,718.34635905,784.3371297178454
missouri,harrison,Nov-1,May-1,May-1,1668.9768898583334,1096.028283785864
missouri,harrison,Nov-1,May-15,May-15,2775.1753501666667,1040.7475882822678
missouri,harrison,Nov-1,Jun-1,Jun-1,3729.0852881416668,906.5481826818755
missouri,harrison,Nov-1,Jun-15,Jun-15,4162.4291117,867.9325730329828
missouri,harrison,Nov-1,Jul-1,Jul-1,4353.536912508333,834.0949438751696
missouri,harrison,Nov-1,Jul-15,Jul-15,4378.719105708334,825.2080384786275
missouri,mercer,Sep-15,Apr-1,Apr-1,3421.0546427833333,983.7779638615057
missouri,mercer,Sep-15,Apr-15,Apr-15,4115.282484908334,1034.6450581476913
missouri,mercer,Sep-15,May-1,May-1,4675.878284975,1135.621125570497
missouri,mercer,Sep-15,May-15,May-15,4994.483360791666,1220.367807804714
missouri,mercer,Sep-15,Jun-1,Jun-1,5164.1775393083335,1266.1790275184596
missouri,mercer,Sep-15,Jun-15,Jun-15,5187.96658875,1272.62067208471
missouri,mercer,Sep-15,Jul-1,Jul-1,5189.082370608334,1273.0014967574307
missouri,mercer,Sep-15,Jul-15,Jul-15,5189.082370608334,1273.0014967574307
missouri,mercer,Oct-7,Apr-1,Apr-1,1355.9705087416667,1054.50346354009
missouri,mercer,Oct-7,Apr-15,Apr-15,2297.68942295,1227.9897285347508
missouri,mercer,Oct-7,May-1,May-1,3421.708555825,1001.6743213520709
missouri,mercer,Oct-7,May-15,May-15,4205.595491216666,756.9682645338806
missouri,mercer,Oct-7,Jun-1,Jun-1,4754.327196841667,586.7110687475083
missouri,mercer,Oct-7,Jun-15,Jun-15,4943.027346208333,508.66521659908403
missouri,mercer,Oct-7,Jul-1,Jul-1,4986.459670091666,480.1115190336592
missouri,mercer,Oct-7,Jul-15,Jul-15,4987.388630616667,479.51262625004676
missouri,mercer,Nov-1,Apr-1,Apr-1,233.2123987,337.18863438426933
missouri,mercer,Nov-1,Apr-15,Apr-15,678.3559508416666,756.2456410298248
missouri,mercer,Nov-1,May-1,May-1,1613.653683025,1088.0424439933843
missouri,mercer,Nov-1,May-15,May-15,2720.975663225,1072.7709875666153
missouri,mercer,Nov-1,Jun-1,Jun-1,3715.81597465,964.6453289938956
missouri,mercer,Nov-1,Jun-15,Jun-15,4176.5338524,936.5334446389191
missouri,mercer,Nov-1,Jul-1,Jul-1,4383.34110495,916.5159811851956
missouri,mercer,Nov-1,Jul-15,Jul-15,4411.209878658334,912.2061256723617
missouri,nodaway,Sep-15,Apr-1,Apr-1,3404.95262564,1129.5051102319567
missouri,nodaway,Sep-15,Apr-15,Apr-15,4073.91970288,1303.1997931290944
missouri,nodaway,Sep-15,May-1,May-1,4664.44273342,1518.9097762125389
missouri,nodaway,Sep-15,May-15,May-15,4983.626724833333,1666.7975992369422
missouri,nodaway,Sep-15,Jun-1,Jun-1,5129.96023314,1735.9340494124626
missouri,nodaway,Sep-15,Jun-15,Jun-15,5146.559656333334,1744.0514549388083
missouri,nodaway,Sep-15,Jul-1,Jul-1,5146.92682076,1744.2319085122795
missouri,nodaway,Sep-15,Jul-15,Jul-15,5146.92682076,1744.2319085122795
missouri,nodaway,Oct-7,Apr-1,Apr-1,1545.5555053866667,1160.0626245296737
missouri,nodaway,Oct-7,Apr-15,Apr-15,2499.409596,1334.87575835516
missouri,nodaway,Oct-7,May-1,May-1,3639.19472866,1141.4766460316898
missouri,nodaway,Oct-7,May-15,May-15,4484.99629264,901.2915574891194
missouri,nodaway,Oct-7,Jun-1,Jun-1,5041.4109882,731.7371943331386
missouri,nodaway,Oct-7,Jun-15,Jun-15,5210.268457726666,658.3823636607319
missouri,nodaway,Oct-7,Jul-1,Jul-1,5241.929719813334,640.7169857743257
missouri,nodaway,Oct-7,Jul-15,Jul-15,5242.284059213333,640.4429423206643
missouri,nodaway,Nov-1,Apr-1,Apr-1,276.2351606666667,378.0229623818899
missouri,nodaway,Nov-1,Apr-15,Apr-15,786.9580724733333,827.9441785659019
missouri,nodaway,Nov-1,May-1,May-1,1776.3809389866667,1151.1026452502028
missouri,nodaway,Nov-1,May-15,May-15,2963.803489446667,1057.1416764459802
missouri,nodaway,Nov-1,Jun-1,Jun-1,4033.7937064866665,757.1949260867024
missouri,nodaway,Nov-1,Jun-15,Jun-15,4525.59730502,560.4919166560719
missouri,nodaway,Nov-1,Jul-1,Jul-1,4720.690286346667,470.54091833109754
missouri,nodaway,Nov-1,Jul-15,Jul-15,4743.710466766666,458.42407583070604
missouri,putnam,Sep-15,Apr-1,Apr-1,3504.7712896055555,1026.021456490375
missouri,putnam,Sep-15,Apr-15,Apr-15,4262.874573027778,1100.8073801465891
missouri,putnam,Sep-15,May-1,May-1,4887.093716272222,1228.6449938170904
missouri,putnam,Sep-15,May-15,May-15,5231.689907527778,1325.9954483683475
missouri,putnam,Sep-15,Jun-1,Jun-1,5407.070104838889,1376.395589818987
missouri,putnam,Sep-15,Jun-15,Jun-15,5430.883084388889,1383.1513428109
missouri,putnam,Sep-15,Jul-1,Jul-1,5431.999184388889,1383.4571875103022
missouri,putnam,Sep-15,Jul-15,Jul-15,5431.999184388889,1383.4571875103022
missouri,putnam,Oct-7,Apr-1,Apr-1,1339.8085137111111,1054.4993319543412
missouri,putnam,Oct-7,Apr-15,Apr-15,2308.654695511111,1241.3013219518368
missouri,putnam,Oct-7,May-1,May-1,3497.177320711111,1054.9873513716377
missouri,putnam,Oct-7,May-15,May-15,4339.852656677778,830.7684618025519
missouri,putnam,Oct-7,Jun-1,Jun-1,4936.184900633333,679.7296972133245
missouri,putnam,Oct-7,Jun-15,Jun-15,5135.5073546,611.1619067070689
missouri,putnam,Oct-7,Jul-1,Jul-1,5180.439282477778,586.9150286334549
missouri,putnam,Oct-7,Jul-15,Jul-15,5181.365207916667,586.3295916546517
missouri,putnam,Nov-1,Apr-1,Apr-1,233.7962273888889,353.06738371311985
missouri,putnam,Nov-1,Apr-15,Apr-15,673.4443689055555,772.7882081523214
missouri,putnam,Nov-1,May-1,May-1,1630.9683739555555,1109.2647184173948
missouri,putnam,Nov-1,May-15,May-15,2793.8594089722224,1085.345230806426
missouri,putnam,Nov-1,Jun-1,Jun-1,3876.7811658666665,933.9028916848976
missouri,putnam,Nov-1,Jun-15,Jun-15,4382.2467826,867.2792349308236
missouri,putnam,Nov-1,Jul-1,Jul-1,4605.094270344444,829.8947865522828
missouri,putnam,Nov-1,Jul-15,Jul-15,4634.51868705,823.5838721304647
missouri,schuyler,Sep-15,Apr-1,Apr-1,3452.393315875,986.8436056455755
missouri,schuyler,Sep-15,Apr-15,Apr-15,4111.447327025,1157.531766320973
missouri,schuyler,Sep-15,May-1,May-1,4654.471294308333,1362.5029892456948
missouri,schuyler,Sep-15,May-15,May-15,4947.160886916667,1490.8175757470817
missouri,schuyler,Sep-15,Jun-1,Jun-1,5084.713913675,1552.977715866254
missouri,schuyler,Sep-15,Jun-15,Jun-15,5100.66036895,1560.6534253898421
missouri,schuyler,Sep-15,Jul-1,Jul-1,5101.2346673,1560.9768141721327
missouri,schuyler,Sep-15,Jul-15,Jul-15,5101.2346673,1560.9768141721327
missouri,schuyler,Oct-7,Apr-1,Apr-1,1479.6233584666666,1097.9182016515804
missouri,schuyler,Oct-7,Apr-15,Apr-15,2454.798989825,1208.0512334494729
missouri,schuyler,Oct-7,May-1,May-1,3567.476421475,1011.2132731833434
missouri,schuyler,Oct-7,May-15,May-15,4296.115179916666,859.7810318871109
missouri,schuyler,Oct-7,Jun-1,Jun-1,4800.053003691667,779.8650496224942
missouri,schuyler,Oct-7,Jun-15,Jun-15,4959.253270533333,741.0063768452109
missouri,schuyler,Oct-7,Jul-1,Jul-1,4991.449688041666,728.3829703005307
missouri,schuyler,Oct-7,Jul-15,Jul-15,4991.93829935,728.2108750319233
missouri,schuyler,Nov-1,Apr-1,Apr-1,277.6482090916667,412.6457774109722
missouri,schuyler,Nov-1,Apr-15,Apr-15,756.6994486083333,828.0236877144287
missouri,schuyler,Nov-1,May-1,May-1,1778.2009722416667,1094.071882768124
missouri,schuyler,Nov-1,May-15,May-15,2903.2603282,963.5081265194985
missouri,schuyler,Nov-1,Jun-1,Jun-1,3853.0031699833335,769.9663268800878
missouri,schuyler,Nov-1,Jun-15,Jun-15,4287.988410025,667.2419823303223
missouri,schuyler,Nov-1,Jul-1,Jul-1,4473.4000361,592.1997854258913
missouri,schuyler,Nov-1,Jul-15,Jul-15,4496.080831558334,578.4886051642145
missouri,scotland,Sep-15,Apr-1,Apr-1,3377.1580945,919.9176011714663
missouri,scotland,Sep-15,Apr-15,Apr-15,3918.9918391083334,1092.2253493014107
missouri,scotland,Sep-15,May-1,May-1,4350.254792308333,1277.988804627893
missouri,scotland,Sep-15,May-15,May-15,4591.9534811916665,1390.5140097747549
missouri,scotland,Sep-15,Jun-1,Jun-1,4707.489403175,1442.8717612534992
missouri,scotland,Sep-15,Jun-15,Jun-15,4720.062752033334,1448.1649251090894
missouri,scotland,Sep-15,Jul-1,Jul-1,4720.388277341666,1448.290643277073
missouri,scotland,Sep-15,Jul-15,Jul-15,4720.388277341666,1448.290643277073
missouri,scotland,Oct-7,Apr-1,Apr-1,1555.5322253833333,1090.4473750933448
missouri,scotland,Oct-7,Apr-15,Apr-15,2493.343971975,1122.145042952795
missouri,scotland,Oct-7,May-1,May-1,3505.1541724416666,866.3036787138752
missouri,scotland,Oct-7,May-15,May-15,4134.001584566667,699.1542922855836
missouri,scotland,Oct-7,Jun-1,Jun-1,4565.206421341667,601.9762901730957
missouri,scotland,Oct-7,Jun-15,Jun-15,4702.805189483333,560.0393112491859
missouri,scotland,Oct-7,Jul-1,Jul-1,4728.8494682,548.0864194543861
missouri,scotland,Oct-7,Jul-15,Jul-15,4729.1415197,547.9401453410987
missouri,scotland,Nov-1,Apr-1,Apr-1,298.3823142,438.43291318167593
missouri,scotland,Nov-1,Apr-15,Apr-15,794.6235832083333,861.2152657956734
missouri,scotland,Nov-1,May-1,May-1,1801.6827749333333,1094.088623095601
missouri,scotland,Nov-1,May-15,May-15,2875.1472564333335,970.0644734985974
missouri,scotland,Nov-1,Jun-1,Jun-1,3747.8865751916665,824.459618969066
missouri,scotland,Nov-1,Jun-15,Jun-15,4141.946194116666,760.9838627877265
missouri,scotland,Nov-1,Jul-1,Jul-1,4309.551324575,723.0992582365463
missouri,scotland,Nov-1,Jul-15,Jul-15,4328.545351333333,717.3016234705988
missouri,worth,Sep-15,Apr-1,Apr-1,3391.0337810933333,1030.3247746780035
missouri,worth,Sep-15,Apr-15,Apr-15,3995.7419575333333,1210.987410782436
missouri,worth,Sep-15,May-1,May-1,4501.372340286666,1428.7095403979458
missouri,worth,Sep-15,May-15,May-15,4781.107532426667,1570.527521564421
missouri,worth,Sep-15,Jun-1,Jun-1,4914.138683506667,1637.647541496672
missouri,worth,Sep-15,Jun-15,Jun-15,4929.651566153333,1645.5220958361447
missouri,worth,Sep-15,Jul-1,Jul-1,4930.01397048,1645.7097289731555
missouri,worth,Sep-15,Jul-15,Jul-15,4930.01397048,1645.7097289731555
missouri,worth,Oct-7,Apr-1,Apr-1,1593.6110626933332,1176.3815230150194
missouri,worth,Oct-7,Apr-15,Apr-15,2542.9888688666665,1312.1784901056892
missouri,worth,Oct-7,May-1,May-1,3638.6272635866667,1081.9951004325017
missouri,worth,Oct-7,May-15,May-15,4408.969240426667,863.7567305022112
missouri,worth,Oct-7,Jun-1,Jun-1,4928.83603512,722.5062086605121
missouri,worth,Oct-7,Jun-15,Jun-15,5088.226309133333,664.4905634560213
missouri,worth,Oct-7,Jul-1,Jul-1,5118.961278806667,648.5239688319897
missouri,worth,Oct-7,Jul-15,Jul-15,5119.304835893333,648.2903540693706
missouri,worth,Nov-1,Apr-1,Apr-1,297.69192260666665,409.7312080790228
missouri,worth,Nov-1,Apr-15,Apr-15,812.1431324866667,852.3046041462698
missouri,worth,Nov-1,May-1,May-1,1810.8452182466667,1138.1692520408671
missouri,worth,Nov-1,May-15,May-15,2970.89616624,1011.3633538518845
missouri,worth,Nov-1,Jun-1,Jun-1,4001.0499140666666,717.1492494537473
missouri,worth,Nov-1,Jun-15,Jun-15,4460.093536866667,568.6074839347013
missouri,worth,Nov-1,Jul-1,Jul-1,4648.73742312,492.03489759705536
missouri,worth,Nov-1,Jul-15,Jul-15,4670.961588866667,479.80761453090884
nebraska,burt,Sep-15,Apr-1,Apr-1,2959.9358647055556,1194.7692153274204
nebraska,burt,Sep-15,Apr-15,Apr-15,3776.4264712555555,1141.6418379542026
nebraska,burt,Sep-15,May-1,May-1,4540.954252544445,1020.4525896601126
nebraska,burt,Sep-15,May-15,May-15,4997.690955905556,1004.1183862207771
nebraska,burt,Sep-15,Jun-1,Jun-1,5266.093883727778,1016.65879305572
nebraska,burt,Sep-15,Jun-15,Jun-15,5329.054057061111,1016.3568350633822
nebraska,burt,Sep-15,Jul-1,Jul-1,5335.5641876555555,1016.0394045329512
nebraska,burt,Sep-15,Jul-15,Jul-15,5335.566918311111,1016.0397746845068
nebraska,burt,Oct-7,Apr-1,Apr-1,866.2045122555555,865.4589139923444
nebraska,burt,Oct-7,Apr-15,Apr-15,1623.446761411111,1192.1979027119346
nebraska,burt,Oct-7,May-1,May-1,2741.9797364833335,1219.9728303559946
nebraska,burt,Oct-7,May-15,May-15,3715.8566479833335,961.1103772177094
nebraska,burt,Oct-7,Jun-1,Jun-1,4471.756065472222,723.4664912258091
nebraska,burt,Oct-7,Jun-15,Jun-15,4789.115701444444,600.3887013656537
nebraska,burt,Oct-7,Jul-1,Jul-1,4887.781531905555,555.5250552699908
nebraska,burt,Oct-7,Jul-15,Jul-15,4894.973763338889,551.5838384602337
nebraska,burt,Nov-1,Apr-1,Apr-1,104.49915177222222,205.78236794291195
nebraska,burt,Nov-1,Apr-15,Apr-15,373.79625323333335,551.2969406433648
nebraska,burt,Nov-1,May-1,May-1,1096.3689845333333,977.9836770215747
nebraska,burt,Nov-1,May-15,May-15,2171.2727140722222,1108.7257918550738
nebraska,burt,Nov-1,Jun-1,Jun-1,3433.7230524,872.7554169962206
nebraska,burt,Nov-1,Jun-15,Jun-15,4153.2069568,600.7422499121292
nebraska,burt,Nov-1,Jul-1,Jul-1,4516.751926427778,455.89463273557635
nebraska,burt,Nov-1,Jul-15,Jul-15,4593.5850661,426.52718728385094
nebraska,cass,Sep-15,Apr-1,Apr-1,3006.4511561333334,908.0307589492793
nebraska,cass,Sep-15,Apr-15,Apr-15,3432.45101445,1059.7212054198533
nebraska,cass,Sep-15,May-1,May-1,3778.5722198583335,1231.7153571560068
nebraska,cass,Sep-15,May-15,May-15,3973.861356425,1338.5573322493287
nebraska,cass,Sep-15,Jun-1,Jun-1,4070.3657070583336,1390.426811149439
nebraska,cass,Sep-15,Jun-15,Jun-15,4082.7846327166667,1396.4880659686146
nebraska,cass,Sep-15,Jul-1,Jul-1,4082.9796490916665,1396.5599373164105
nebraska,cass,Sep-15,Jul-15,Jul-15,4082.9796490916665,1396.5599373164105
nebraska,cass,Oct-7,Apr-1,Apr-1,1571.5295880166666,1122.4983754799814
nebraska,cass,Oct-7,Apr-15,Apr-15,2362.8383472416667,1174.1297972347372
nebraska,cass,Oct-7,May-1,May-1,3235.080527125,912.6181146782513
nebraska,cass,Oct-7,May-15,May-15,3814.827207258333,723.5070492184951
nebraska,cass,Oct-7,Jun-1,Jun-1,4198.954670766667,639.8297760753617
nebraska,cass,Oct-7,Jun-15,Jun-15,4324.671123141667,605.7339178623724
nebraska,cass,Oct-7,Jul-1,Jul-1,4349.73759745,596.2146069077452
